0,0
1,1
2,2
3,2
4,0
5,0
6,0
7,3
8,1
9,2
10,0
11,1
12,1
13,3
14,0
15,0
16,1
17,1
18,1
19,2
20,2
21,1
22,1
23,0
24,1
25,0
26,0
27,3
28,1
29,4
30,0
31,0
32,1
33,7
34,0
35,0
36,0
37,3
38,4
39,1
40,2
41,2
42,0
43,5
44,1
45,0
46,0
47,7
48,2
49,1
50,0
51,0
52,1
53,0
54,2
55,2
56,5
57,1
58,1
59,2
60,3
61,0
62,1
63,2
64,1
65,1
66,0
67,0
68,1
69,0
70,1
71,0
72,0
73,0
74,0
75,2
76,1
77,1
78,0
79,2
80,0
81,2
82,0
83,2
84,3
85,1
86,0
87,0
88,0
89,3
90,0
91,1
92,3
93,0
94,1
95,1
96,0
97,2
98,2
99,1
100,0
101,0
102,0
103,0
104,1
105,1
106,0
107,2
108,1
109,3
110,0
111,0
112,3
113,0
114,6
115,0
116,1
117,1
118,8
119,0
120,0
121,2
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,1
130,0
131,0
132,2
133,2
134,0
135,3
136,1
137,0
138,0
139,0
140,11
141,3
142,2
143,3
144,2
145,0
146,3
147,0
148,3
149,0
150,0
151,0
152,2
153,0
154,3
155,0
156,0
157,7
158,4
159,0
160,0
161,3
162,9
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,3
173,0
174,4
175,0
176,1
177,0
178,0
179,0
180,0
181,1
182,1
183,0
184,3
185,1
186,1
187,2
188,0
189,0
190,2
191,0
192,7
193,0
194,5
195,1
196,1
197,0
198,1
199,1
200,1
201,2
202,2
203,0
204,6
205,2
206,0
207,0
208,1
209,3
210,3
211,4
212,0
213,0
214,0
215,1
216,0
217,0
218,4
219,1
220,4
221,0
222,1
223,2
224,0
225,5
226,0
227,0
228,0
229,0
230,9
231,2
232,2
233,0
234,0
235,2
236,1
237,0
238,9
239,2
240,0
241,1
242,0
243,2
244,4
245,0
246,0
247,0
248,0
249,1
250,0
251,3
252,1
253,2
254,1
255,4
256,0
257,1
258,1
259,4
260,2
261,1
262,0
263,1
264,0
265,3
266,0
267,4
268,0
269,2
270,1
271,0
272,0
273,2
274,2
275,2
276,0
277,0
278,0
279,0
280,3
281,0
282,7
283,0
284,0
285,0
286,1
287,7
288,1
289,0
290,0
291,1
292,1
293,3
294,2
295,1
296,6
297,2
298,0
299,0
300,0
301,0
302,0
303,1
304,0
305,4
306,0
307,5
308,0
309,7
310,0
311,1
312,0
313,1
314,0
315,0
316,1
317,0
318,1
319,0
320,2
321,0
322,7
323,1
324,9
325,3
326,0
327,2
328,0
329,3
330,0
331,0
332,10
333,6
334,0
335,0
336,0
337,1
338,2
339,0
340,2
341,0
342,2
343,3
344,0
345,0
346,0
347,3
348,4
349,2
350,2
351,0
352,5
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,1
362,0
363,0
364,0
365,3
366,6
367,2
368,1
369,2
370,0
371,4
372,2
373,10
374,1
375,4
376,0
377,4
378,6
379,1
380,0
381,1
382,8
383,3
384,1
385,0
386,1
387,0
388,1
389,1
390,2
391,1
392,1
393,1
394,2
395,0
396,1
397,2
398,0
399,1
400,8
401,0
402,0
403,0
404,2
405,0
406,2
407,5
408,1
409,0
410,2
411,0
412,0
413,0
414,4
415,0
416,1
417,1
418,0
419,0
420,2
421,2
422,1
423,2
424,1
425,0
426,1
427,0
428,0
429,0
430,5
431,4
432,1
433,1
434,2
435,2
436,0
437,1
438,0
439,0
440,0
441,1
442,2
443,0
444,3
445,0
446,3
447,2
448,0
449,2
450,3
451,1
452,2
453,0
454,0
455,0
456,1
457,5
458,1
459,0
460,3
461,1
462,1
463,3
464,0
465,0
466,0
467,2
468,1
469,1
470,0
471,2
472,0
473,0
474,0
475,1
476,2
477,2
478,1
479,0
480,2
481,2
482,1
483,0
484,5
485,2
486,0
487,1
488,0
489,0
490,1
491,5
492,0
493,2
494,0
495,1
496,0
497,0
498,0
499,4
500,0
501,0
502,0
503,2
504,1
505,6
506,1
507,5
508,0
509,0
510,0
511,2
512,0
513,2
514,10
515,0
516,2
517,0
518,0
519,1
520,1
521,3
522,1
523,1
524,4
525,4
526,1
527,4
528,0
529,0
530,3
531,5
532,2
533,0
534,0
535,3
536,0
537,7
538,1
539,0
540,3
541,2
542,2
543,2
544,1
545,5
546,5
547,0
548,0
549,0
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,3
558,1
559,1
560,0
561,0
562,0
563,2
564,3
565,1
566,0
567,1
568,0
569,0
570,1
571,0
572,1
573,2
574,3
575,0
576,1
577,4
578,3
579,2
580,1
581,0
582,0
583,0
584,1
585,2
586,6
587,0
588,1
589,3
590,4
591,0
592,9
593,1
594,2
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,2
604,0
605,1
606,0
607,0
608,3
609,0
610,1
611,1
612,0
613,0
614,0
615,1
616,0
617,1
618,1
619,5
620,1
621,2
622,0
623,0
624,0
625,4
626,2
627,0
628,1
629,0
630,2
631,1
632,4
633,0
634,0
635,3
636,0
637,3
638,2
639,0
640,0
641,0
642,2
643,0
644,2
645,4
646,1
647,2
648,1
649,0
650,2
651,0
652,1
653,1
654,4
655,0
656,1
657,1
658,7
659,0
660,1
661,6
662,0
663,1
664,0
665,0
666,0
667,1
668,2
669,0
670,2
671,3
672,0
673,4
674,0
675,2
676,0
677,0
678,1
679,0
680,3
681,3
682,0
683,0
684,0
685,0
686,0
687,1
688,2
689,3
690,0
691,4
692,1
693,0
694,0
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,0
703,3
704,1
705,0
706,0
707,2
708,0
709,0
710,0
711,2
712,4
713,2
714,1
715,1
716,1
717,0
718,0
719,1
720,0
721,0
722,5
723,7
724,3
725,0
726,1
727,3
728,4
729,0
730,0
731,0
732,3
733,0
734,1
735,1
736,1
737,5
738,0
739,0
740,2
741,3
742,0
743,1
744,0
745,1
746,0
747,0
748,1
749,0
750,4
751,1
752,2
753,1
754,3
755,3
756,0
757,1
758,2
759,0
760,1
761,0
762,3
763,0
764,0
765,1
766,0
767,2
768,0
769,0
770,1
771,1
772,0
773,1
774,2
775,0
776,2
777,0
778,6
779,1
780,0
781,6
782,0
783,0
784,0
785,1
786,0
787,1
788,3
789,0
790,0
791,0
792,0
793,9
794,6
795,0
796,0
797,0
798,2
799,2
800,1
801,0
802,0
803,0
804,0
805,2
806,1
807,0
808,2
809,1
810,0
811,2
812,0
813,0
814,0
815,0
816,0
817,0
818,1
819,5
820,4
821,0
822,0
823,0
824,2
825,2
826,1
827,1
828,1
829,4
830,0
831,10
832,0
833,2
834,3
835,0
836,0
837,2
838,1
839,0
840,1
841,0
842,0
843,6
844,1
845,0
846,0
847,3
848,2
849,1
850,0
851,3
852,0
853,2
854,1
855,2
856,2
857,2
858,1
859,0
860,0
861,0
862,1
863,0
864,0
865,2
866,4
867,3
868,0
869,2
870,2
871,1
872,1
873,0
874,0
875,1
876,0
877,0
878,2
879,0
880,0
881,0
882,0
883,1
884,1
885,2
886,0
887,1
888,2
889,1
890,0
891,2
892,0
893,0
894,0
895,1
896,0
897,0
898,1
899,0
900,0
901,1
902,0
903,0
904,0
905,2
906,1
907,0
908,1
909,0
910,3
911,1
912,0
913,2
914,0
915,5
916,1
917,2
918,0
919,2
920,0
921,0
922,2
923,4
924,5
925,1
926,0
927,1
928,1
929,6
930,1
931,1
932,0
933,1
934,5
935,1
936,0
937,2
938,0
939,0
940,3
941,3
942,0
943,4
944,0
945,1
946,0
947,0
948,0
949,1
950,3
951,1
952,1
953,2
954,0
955,0
956,7
957,1
958,3
959,0
960,3
961,1
962,0
963,1
964,1
965,1
966,0
967,0
968,0
969,0
970,3
971,1
972,3
973,0
974,0
975,0
976,1
977,0
978,1
979,2
980,1
981,0
982,0
983,4
984,1
985,0
986,1
987,0
988,0
989,1
990,6
991,1
992,8
993,1
994,2
995,0
996,0
997,1
998,0
999,0
1000,0
1001,2
1002,0
1003,1
1004,1
1005,1
1006,0
1007,0
1008,0
1009,1
1010,1
1011,3
1012,0
1013,0
1014,1
1015,0
1016,2
1017,9
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,2
1028,0
1029,0
1030,0
1031,2
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,2
1040,0
1041,1
1042,0
1043,0
1044,0
1045,1
1046,2
1047,0
1048,1
1049,0
1050,2
1051,0
1052,3
1053,1
1054,0
1055,0
1056,1
1057,2
1058,0
1059,1
1060,0
1061,2
